edition,type,subtype,winner,title,director,year,country,premiere,competition,casting,distributor,producer,screenplay,soundtrack,subtitles,audio,length,genre,director,Fonction Guest,IMDB,Lien IMDB,original_title,URL Poster,text_fr,text_nl,text_en
2017,movie ,International Competition,,HENTAI KAMEN: THE ABNORMAL CRISIS,Yuichi FUkuda,2016,Japan,Belgian,International Competition,"Hirofumi Arai, Nana Katase, Ayame
Misaki, Hitomi Sato, Fumika Shimizu, Ryohei
Suzuki, Yuya Yagira, Ken Yasuda",,,,,,,119',"Comedy, Fantasy",Yuichi FUkuda,,OK,"https:,,www.imdb.com,title,tt5492906,?ref_=nv_sr_srsg_0",,,,,"Just to bring you up to speed. Student Kyosuke Shikijo was madly
in love with the adorable Aiko. Unfortunately his boundless timidity
and his obsession with female underwear got him no further than
sniffing her panties. But his perversion had a remarkable side effect.
It transformed him into superhero Hentaï Kamen who, of course,
had to save the world from an evil monster. Aiko’s heart, however,
remained closed for him. Four years later we find our hero in rehab,
avoiding panties like the plague to be worthy of Aiko. And then a
new threat emerges. Dynoson, a mutation between a crab and a
vacuum cleaner, has the power to suck up all the panties in the world.
If Kyosuke wants to save humanity again, he’ll have to stop being
holier than thou and plunge his nostrils in smelly strings again…
that is if he can still find one!
In 2013 director Yûchi Fukuda succeeded in adapting Keishu Ando’s
delirious manga into an instant culthit. Hentai Kamen: Forbidden Super
Hero managed to pull off the impossible by turning a pervert into
a hero. Hentai Kamen: The Abnormal Crisis sees Fukuda and his lead
actor Ryohei Suzuki breaking through the frontiers of comic insanity.
A warning to our female audience. After this superhero parody, their
underwear will never be safe again!"
2017,movie ,International Competition,,JOHNNY FRANK GARRETT'S LAST WORD,Simon Rumley,2016,USA,Belgian,International Competition,"Sean Patrick Flanery, Erin Cummings,
Mike Doyle, Dodge Prince, Jon Arthur, Cassie
Shea Watson, Mike Gassaway",,,,,,,95',"Drama, Horror, Crime",Simon Rumley,,OK,"https:,,www.imdb.com,title,tt2836628,?ref_=nv_sr_srsg_2",,,,,"1981. As the town of Amarillo gets ready to celebrate Halloween,
a 76-year-old nun is raped, strangled, beaten and stabbed to death.
And as it happens in Texas, the authorities have every interest in finding
the culprit before mob justice takes its course. Soon, an ideal suspect
is arrested: Johnny Frank Garrett, an 18-year-old with a feeble
mind. The jury members are a little to eager to return to their homes
and sentence him to death. Ten years later, Johnny finally gets to meet
the grim reaper. But before he receives his lethal injection, he thanks
his audience. First by telling them to go fuck themselves and then by
cursing each of his jurors for several generations. These last words are
a promise that will be kept. In the weeks following his execution, the
former jury members begin to die in strange circumstances.
The latest film by Simon Rumley (The Living and the Dead, ABC’s of
Death) is inspired by real events that were already the subject of the
2008 documentary Johnny Frank. It’s in turn a plea against capital
punishment, an injustice that is reminiscent of Making a Murderer,
and a troubling horror story that’s still unexplained today. The musical
score was composed by an esteemed former member of our international
jury, Simon Boswell (Phenomena, Santa Sangre, Shallow Grave)."
2017,movie ,International Competition,,THE LIMEHOUSE GOLEM,Juan Carlos Medina,2016,UK,Belgian,International Competition,"Olivia Cooke, Bill Nighy, Douglas
Booth, Eddie Marsan, Maria Valverde, Adam
Brown, Sam Reid, Daniel Mays",,,,,,,109',"Mystery, Thriller, Crime",Juan Carlos Medina,,OK,"https:,,www.imdb.com,title,tt4733640,?ref_=nv_sr_srsg_0",,,,,"Toward the end of the 19th Century, a serial killer is terrorizing the
streets of London. We’re not talking about Jack The Riper, but about
the Limehouse Golem. The inhabitants of the borough believe that the
mythical Jewish monster is responsible for the gruesome killings. At the
same time, Elizabeth Cree, a former Music Hall star, is accused of killing
her husband, a failed writer. Inspector Kildare of Scotland Yard gets both
cases on his plate. And this is not because his intellect rivals that of Sherlock
Holmes, but because he’s expendable in case he would fail to find the
Limehouse Golem. Kildare gets to know Elizabeth and the hard life she
has had. He becomes more and more convinced of her innocence and
even thinks that she can lead him to the golem. But the clock is ticking.
The people, the press and his superiors want to see blood. Someone will
have to hang for this.
The Limehouse Golem is anything but a respectful BBC drama. Director Juan
Carlos Medina (Painless) plunges deep in the cesspits of Victorian London.
Even Charles Dickens would have paled when confronted with the stench,
the filth, the misery and the intrigues that Medina swings at us. We get to
know a colorful bunch of characters who all try to survive in this cruel and
unforgiving world. The theater here functions as a refuge for everybody
who feels out of place in this rigid society. The Limehouse Golem is a terrific
Giallo-like murder mystery with a great script by Jane Goldman (Kick
Ass, Kingsman: The Secret Service). Bill Nighy (Love Actually, Harry Potter) is
excellent as inspector Kildare, but it’s Olivia Cooke (The Signal, Ouija) who
steals the show as Elizabeth, a woman who has to pay a high price for her
intelligence and ambition. Douglas Booth (Noah, Jupiter Ascending) plays
Dan Leno, Elizabeth’s Joel Grey-like mentor."
2017,movie ,International Competition,,LITTLE NIGHTMARES,Takashi Shimizu,2017,Japan,World,International Competition,"Mugi Kadowaki, Hideaki Takizawa,
Daiki Arioka",,,,,,,111',Horror,Takashi Shimizu,,OK,"https:,,www.imdb.com,title,tt5856116,?ref_=nv_sr_srsg_4",,,,,"A suburban town is shaken by a series of mysterious child disappearances
and suspicious adult deaths. A rumor begins to spread
on the internet that any adult who suddenly encounters a returned
“child” will die mysteriously three days later. Local newspaper reporter
Shunya Ezaki refuses to believe that children are killing adults
and begins to investigate the truth behind the strange deaths. Meanwhile,
Shunya’s girlfriend and nursery school worker Naomi Harada
waits for the mother of a young boy to come and pick him up, but day
turns to night and there is still no sign of her, leaving Naomi with no
choice but to look after the boy herself. Before long, they are stalked
by a shadowy figure called Tommy. Eventually, the boy goes missing.
This turns out to be only the opening act of a horrific ordeal for
Shunya and Naomi, whose fates are sealed when they cross paths
with Tommy, the avenging angel of abused children.
Takashi Shimizu, former member of our international jury and enshrined
in the pantheon of horror as the creator of The Grudge, is back
in Japan after an excursion to Hollywood (the American remake of
The Grudge and Flight 7500). He returned to the source of all things
J-
horror to come up with a new horror sensation. Little Nightmares, an
exclusive world premiere for the BIFFF, will introduce us to an original
and memorable movie monster that will haunt our nightmares for
a very long time."
2017,movie ,International Competition,,THE MERMAID,Stephen Chow,2016,"Hong Kong , China",Belgian,International Competition,"Chao Deng, Show Lo, Yuqi Zhang, Yun
Lin, Tsui Hark, Zhang Wen, Kris Wu",,,,,,,94',"Drama, Comedy, Fantasy",Stephen Chow,,OK,"https:,,www.imdb.com,title,tt4701660,?ref_=nv_sr_srsg_0",,,,,"Business mogul Liu Xuan is a few billion Yuans lighter and now the
proud owner of the Green Gulf, a natural sanctuary that he wants to
develop into an industrial zone. Environmental activists are in uproar,
because the Gulf is known to be a haven for dolphins. Xuan couldn’t
care less. He even develops a sonar capable of tuning Flipper into
instant sashimi. But the resistance doesn’t only walk on two legs.
What Xuan doesn’t know is that the Green Gulf is the home of a colony
of mermaids and his sonar is seen as an existential threat. The send
Shan, the most seductive of them all, on dry land to get close to Xuan
and kill him. But the world of men is full of traps and temptations
and soon Shan has all the trouble in the world to stay on mission.
Stephen Chow, the boy wonder of Chinese cinema has already delighted
us with Shaolin Soccer, Kung Fu Hustle and Journey to the
West. Now he’s finally back with his very own version of The Little
Mermaid, but she’s anything but little and she’s got quite a bite. The
Mermaid is big budget fantasy, larger than life and not just an incredible
blockbuster in its home country, but also widely praised by critics
for its unique charm. In other words: Stephen Chow does it again!"
2017,movie ,International Competition,,MISSING YOU,Hong-Jin Mo,2016,South Korea,Belgian,International Competition,"Shim Eun-kyung, Kim Sung-oh, Yoon
Je-moon, Ahn Jae-hong, Kim Hong-pa, Kim
Won-hae",,,,,,,108',"Drama, Thriller",Hong-Jin Mo,,OK,"https:,,www.imdb.com,title,tt5545862,?ref_=nv_sr_srsg_1",,,,,"Hee-joo usually wakes up with the delicious smells of the breakfast
prepared by her dad, an inspector with the Seoul police. But not
this morning. The seven-year old girl sees before her eyes how her
father bleeds to death on the floor. And that’s the work of Ki-bum, a
particularly vicious serial killer. In the end, the police manage to arrest
him. They know he has at least committed seven murders, but they
have no proof. The court can only condemn him for the murder on
Hee-joo’s dad and sends him to jail for 15 years. Now Ki-bum has
paid his debt to society and he’s free again. The police follow his every
move, ready to arrest him for the smallest mistake. But that’s the least
of his worries. Hee-joo has grown up to become a determined young
woman and she’s capable of anything to make him pay.
We can add another name to the growing circle of talented Korean
genre directors. Hong-jin Mo hits us hard in the guts with Missing
You, a falsely romantic and cynically cruel title for a film that inscribes
itself in the great tradition of vengeance movies such as Old Boy and
I Saw the Devil, which have largely made the well deserved reputation
of Korean cinema. Missing You also confirms the talent of actress
Eun-kyung Shim, who has left behind lightweight comedies for genre
gems such as Seoul Station and Train to Busan."
2017,movie ,International Competition,,SAFE NEIGHBORHOOD,Chris Peckover,2016,"Australia , USA",Belgian,International Competition,"Patrick Warburton, Dacre
Montgomery, Virginia Madsen, Olivia
DeJonge, Levi Miller, Ed Oxenbould",,,,,,,89',"Comedy, Horror, Thriller",Chris Peckover,,OK,"https:,,www.imdb.com,title,tt4443658,?ref_=nv_sr_srsg_0",,,,,"12-year old Luke has his first crush and the object of his desire
is his lovely babysitter Ashley. When his parents are going to spend
Saturday night with friends, he’s giddy with expectation to spend
some quality time with the girl who has awakened his pre-pubescent
libido. But Ashley is about to go back to college and Luke knows that
this is his last chance to declare his love and hope for a kiss, tongue
and all included. Before he can gather all his courage, they find themselves
in a Home Alone version for adults, with burglars who are a lot
smarter and meaner. Ashley will be able to pocket some bonus money
if she manages to get Luke and her through the night in one piece.
We won’t tell you more about Safe Neighborhood, because that would
spoil most of the fun. Just know that this horrific comedy gem by Chris
Peckover will become one of those movies like Gremlins or Krampus
that you want to see at least once a year. Safe Neighborhood is violent
but never gratuitous, and just incredible in its plot twists. This
densely concentrated bundle of dark humor is also the reunion of
Olivia DeJonge and Ed Oxenbould, formerly the brother and sister in
M. Night Shyamalan’s The Visit!"
2017,movie ,"International Competition, Critics Selection",,VANISHING TIME: A BOY WHO RETURNED,Tae-Hwa Um,2016,South Korea,Belgian,"International Competition, Critics Selection","Gang Dong-won, Shin Eun-su, Kim
Hee-won, Kwon Hae-hyo",,,,,,,130',"Drama, Fantasy",Tae-Hwa Um,,OK,"https:,,www.imdb.com,title,tt6273736,?ref_=nv_sr_srsg_0",,,,,"15-year old Su-rin, freshly arrived in a new school, is not the
type to schmooze up to everyone to be popular. Fortunately, she
can count on young orphan Sung-min to feel less lonely. These two
will soon become as thick as thieves, even inventing their own secret
language. One day, they decide to come along with two other friends
to explore a mountain, where engineers are digging with explosives.
They discover a strange egg in a hidden cave. While the three boys
are wondering what to do with their find, Su-rin returns to the cave
to find her hairpin. She then hears a sudden explosion. Once outside,
she expects to discover her friends blown to pieces, but the boys
have disappeared. Even crazier, she meets a thirty-something man
who claims to be Sung-min. How could he have aged 15 years in
just 5 minutes?
Have you ever imagined putting the world on hold, being able to
suspend time? It looks seductive, but it’s actually really complicated.
Eom Tae-hwa has crafted a fantastic and visually ravishing fable that
reminds you of Stand by Me and Jumanji. This little Korean feel-good
gem is carried with brilliance by young Shin Eun-soo, chosen among
no less than 300 candidates!"
2017,movie ,International Competition,,WE GO ON,"Jesse Holland, Andy Mitton",2016,USA,Belgian,International Competition,"Clark Freeman, Annette O’Toole, John
Glover, David Bickford, Cassidy Freeman,
Laura Heisler, Peter Lucas, Ron McPherson",,,,,,,89',"Drama, Horror, Thriller","Jesse Holland, Andy Mitton",,OK,"https:,,www.imdb.com,title,tt3904278,?ref_=nv_sr_srsg_2",,,,,"Miles Grissom has a shitload of phobias, but there’s one in particular
that never ceases to trigger his worst fears: the great void
after death. It tortures him so much that he decides to publish an
add in which he’s ready to offer 30.000 $ to anyone who can show
him an angel, a demon, a ghost, 72 virgins, Elvis Presley, Saint Peter’s
keyring, a unicorn on a rainbow... In short, anything at all, provided
it’s irrefutable proof of life after death. Obviously the add attracts
legions of frauds who are more interested in money than in spirituality.
But, out of all the true believers and the skeptics, the charlatans
and the hoaxers, Miles still manages to find three candidates who
have the merit of not sounding too ridiculous: a scientist, a medium
and a businessman who spent some time in Tibet. Three chances to
conquer his thanatophobia and accept that sometimes the light at
the end of the tunnel is just an oncoming train. But sometimes it’s
not and in that case Miles will be able to add phasmophobia to his
collection of fears.
In 2011, Jesse Holland and Andy Mitton convinced with Yellowbrickroad,
a small genre masterpiece that smashed a lot of eardrums at
the BIFFF. They have now left the woods of their debut feature for
a high-quality urban nightmare. With a lot of raw shivers and an
intelligent narrative, We Go On is the kind of film that proves that
creativity will survive in Trump’s America!"
2017,movie ,International Competition,,WILL YOU BE THERE ?,Ji-Young Hong,2016,South Korea,European,International Competition,"Kim Yoon-suk, Byun Yo-han, Ahn
Se-ha, Chae Seo-jin, Kim Sang-ho",,,,,,,111',"Drama, Romance, Fantasy",Ji-Young Hong,,OK,"https:,,www.imdb.com,title,tt6434022,?ref_=nm_knf_t2",,,,,"While on a humanitarian mission in Cambodia, doctor Soo-hyun
learns that he only has a few months left to live. Inevitably, this new
makes him want to assess his life, with its share of regrets, including
the loss of the love of his life in an accident thirty years ago. When
he saves the life of a kid, her grandfather is so grateful that he gives
him a strange flask, containing 10 pills that will allow him to travel
back in time. Having nothing more to lose, Soo-hyun swallow one
of them and finds himself suddenly catapulted to the past, meeting
a 30-years younger version of himself. Realizing that he is now able
to change the course of his life, Soo-hyun brings his younger self up
to speed of the terrible accident that awaits his beloved. But saving
her will also cancel out the good things that have happened in his
life and this will make him face an inconceivable enemy, none other
than himself...
Will you be there?, adapted from Guillaume Musso’s bestseller, is
the new film by Hong Ji-young, a talented director whom we know
from the Horror Stories anthology. With a pitch that will bring tears
to a Hells Angel’s eye, this big production joins the wave of scifi
feel-good movies at this year’s BIFFF. With a great performance by
Kim Yun-seok (The Chaser, The Priests) as Soo-hyun."
